Description,Price,Rating,Review_count,Url
"Nouhaus Rewind Ergonomic Office Chair with Footrest and Lumbar Support. Swivel Computer Chair, Rolling Home Office Desk Chairs with Wheels, Mesh High Back Task Chair, Comfortable Office Chair (Mint)",$549.99,3.9 out of 5 stars,35,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg20_1?ie=UTF8&adId=A05567913LURF7U3CD3ED&url=%2FNouhaus-Ergonomic-Footrest-Support-Comfortable%2Fdp%2FB09JK4LTN6%2Fref%3Dsr_1_917_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-917-spons%26psc%3D1%26smid%3DA1DPRB9NBV0XDD&qualifier=1658103587&id=6057476636226920&widgetName=sp_mtf
"Grace & Grace Rolling Drafting Chair Height Adjustable Stool with Backrest and Footrest for Computer,Studio,Workshop,Classroom, Lab, Counter, Home Office, Work from Home Chair, Home Desk Chair (Black)",$159.00,4.2 out of 5 stars,227,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg20_1?ie=UTF8&adId=A10131431L5HB7Y207HCB&url=%2FGrace-Drafting-Adjustable-Backrest-Classroom%2Fdp%2FB087YLWWYP%2Fref%3Dsr_1_918_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-918-spons%26psc%3D1&qualifier=1658103587&id=6057476636226920&widgetName=sp_mtf
"Halter Executive Bonded Leather Office Chair with High Back, Swivel Motion, Adjustable Height, Caster Wheels, and Lumbar Support for Ergonomic Computer Desk Seating, Black",$249.99,3.9 out of 5 stars,76,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg20_1?ie=UTF8&adId=A04329411WESYQ7E5ER5E&url=%2FHalter-Executive-Adjustable-Ergonomic-Computer%2Fdp%2FB08NW9TVLC%2Fref%3Dsr_1_919_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-919-spons%26psc%3D1&qualifier=1658103587&id=6057476636226920&widgetName=sp_mtf
HyperX Blast Core Gaming Chair - Ergonomic Leather Gaming Chair - Kids Chair Gaming - Red Black Gaming Chair - PC Racing Video Game Chair for Kids Adults - Computer Office PC Gamer Chair - Core Chair,$349.99,4.3 out of 5 stars,6,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg20_1?ie=UTF8&adId=A08753182INGF0CVO0ED5&url=%2FHyperX-Blast-Core-Gaming-Chair%2Fdp%2FB09M8WKNC8%2Fref%3Dsr_1_920_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-920-spons%26psc%3D1&qualifier=1658103587&id=6057476636226920&widgetName=sp_mtf
Gaming Chair Massage Office Chair Racing Chair with Lumbar Support Arms Headrest High Back PU Leather Ergonomic Desk Chair Rolling Swivel Adjustable PC Computer Chair for Women Adults Girls(White),$99.99,4.3 out of 5 stars,"6,014",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg20_1?ie=UTF8&adId=A00590571YWHZUIBGVJUX&url=%2FGaming-Chair-Office-Ergonomic-Adjustable%2Fdp%2FB0876WZTQS%2Fref%3Dsr_1_921_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-921-spons%26psc%3D1&qualifier=1658103587&id=6057476636226920&widgetName=sp_btf
"VON RACER Massage Gaming Chair with Footrest - Racing Desk Office Chair with Retractable Footrest and 2D Armrests, High Back Ergonomic Leather Computer Chair(Grey)",$147.99,4.3 out of 5 stars,"5,241",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg20_1?ie=UTF8&adId=A10115923P7DPP31DQ79L&url=%2FVON-RACER-Massage-Gaming-Footrest%2Fdp%2FB09WQDPGSD%2Fref%3Dsr_1_922_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-922-spons%26psc%3D1&qualifier=1658103587&id=6057476636226920&widgetName=sp_btf
"Dvenger Office Desk Chairs, Office Chairs Clearance, Video Game Chairs, Gaming Chairs, Computer Gaming Chair, Gaming Chairs for Teens, Adults, Gamer, Red",$99.99,4.3 out of 5 stars,518,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg20_1?ie=UTF8&adId=A03499061ZTE69N7R0UPM&url=%2FDvenger-Office-Chairs-Clearance-Computer%2Fdp%2FB099N4Y8CB%2Fref%3Dsr_1_923_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-923-spons%26psc%3D1&qualifier=1658103587&id=6057476636226920&widgetName=sp_btf
"Big Joe Fuf Large Foam Beanbag Chair, Cocoa Lenox",$121.32,4.6 out of 5 stars,"4,827",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg20_1?ie=UTF8&adId=A0637736LJR5T7UF39UB&url=%2FBig-Joe-Lenox-Filled-Removable%2Fdp%2FB07SFS17W1%2Fref%3Dsr_1_924_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103587%26sr%3D8-924-spons%26psc%3D1&qualifier=1658103587&id=6057476636226920&widgetName=sp_btf
"Amazon Basics Ergonomic Gaming Chair with Bluetooth Speakers and Built-in Mic, Push-Button Height Control - Grey",$215.24,4.3 out of 5 stars,28,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A10218423IUEO2KM08TEI&url=%2FAmazon-Basics-Ergonomic-Microphone-Push-Button%2Fdp%2FB08DF13CF7%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-1-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_atf
"Soontrans Pink Gaming Chair with Footrest,Lovely Computer Game Chair,Desk Chair for Granddaughter,Sister,Girlfriend,Wife and Love with Headrest,Lumbar Support Gamer Chair (Pink)",$199.90,4.0 out of 5 stars,763,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A047112510UNJ80L14538&url=%2FSoontrans-Chair-Granddaughter-Girlfriend%25EF%25BC%258CSister-Gaming%2Fdp%2FB08JTPS2F7%2Fref%3Dsr_1_2_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-2-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_atf
"Gamer Chair, JOYFLY Gaming Chairs Silla Gamer Gamer Chair for Teens Ergonomic with High Back, Headrest, and Lumbar Support(Red)",$149.99,4.4 out of 5 stars,23,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A035938927YFDARRZ2FIR&url=%2FJOYFLY-Gaming-Ergonomic-Headrest-Support%2Fdp%2FB09Y7ZPLF6%2Fref%3Dsr_1_3_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-3-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_atf
"IWMH Gaming Chair, Ergonomic Racing Chair with Footrest, Executive High Back Office Chair, Adjustable Leather High Back Office Chair, Recliner & Rotatable (Red)",$209.99,4.6 out of 5 stars,96,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A00769783RM09YAH5L5LF&url=%2FIWMH-Footrest-Ergonomic-Computer-High-Back%2Fdp%2FB09CTJCYQP%2Fref%3Dsr_1_4_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-4-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_atf
"DualThunder Gaming Office Chairs, Ergonomic Office Gaming Chair Cheap, Home Office Desk Chairs with Wheels, Gaming Chairs for Adults Teens, Comfy Rolling Swivel Computer Chair, Video Game Chairs, Blue",$89.99,4.3 out of 5 stars,165,https://www.amazon.com/DualThunder-Gaming-Ergonomic-Rolling-Computer/dp/B09Q8FK61T/ref=sr_1_5?keywords=Gaming+Chair&qid=1658103691&sr=8-5
"YSSOA FNGAMECHAIR01 Gaming Office High Back Computer Ergonomic Adjustable Swivel Chair with Headrest and Lumbar Support, with footrest, Red/Black",$99.99,3.9 out of 5 stars,620,https://www.amazon.com/YSSOA-Gaming-Office-Adjustable-Chair/dp/B0978NWH8P/ref=sr_1_6?keywords=Gaming+Chair&qid=1658103691&sr=8-6
"YSSOA Backrest and Seat Height Adjustable Swivel Recliner Racing Office Computer Ergonomic Video Game Chair, Red/Black",$99.99,4.0 out of 5 stars,"1,195",https://www.amazon.com/YSSOA-Gaming-Office-Adjustable-Chair/dp/B08XQNSH7B/ref=sr_1_7?keywords=Gaming+Chair&qid=1658103691&sr=8-7
"Gamer Chair Gaming Chair, JOYFLY Gaming Chairs for Adults, Ergonomic PC Chair with Lumbar Support(Black-Red)",$109.99,4.2 out of 5 stars,33,https://www.amazon.com/Gaming-JOYFLY-Ergonomic-Support-Black-Red/dp/B09TSG8N9T/ref=sr_1_8?keywords=Gaming+Chair&qid=1658103691&sr=8-8
"AutoFull Gaming Chair Ergonomic Gamer Chair with 3D Bionic Lumbar Support Racing Style PU Leather Computer Gaming Chair with Retractable Footrest,Brown",$249.99,4.6 out of 5 stars,"2,209",https://www.amazon.com/AutoFull-Ergonomic-Support-Adjustable-Footrest%EF%BC%8CBrown/dp/B092DF433H/ref=sr_1_9?keywords=Gaming+Chair&qid=1658103691&sr=8-9
"RESPAWN RSP-200 Racing Style Gaming Chair, White",$170.00,4.3 out of 5 stars,240,https://www.amazon.com/RESPAWN-RSP-200-WHT-Gaming-Chair-White/dp/B07DG7DY51/ref=sr_1_10?keywords=Gaming+Chair&qid=1658103691&sr=8-10
"RESPAWN 110 Pro Racing Style Gaming Chair, Reclining Ergonomic Chair with Built-in Footrest, in White (RSP-110V2-WHT)",$169.00,4.3 out of 5 stars,"34,198",https://www.amazon.com/RESPAWN-Reclining-Ergonomic-Footrest-RSP-110V2-WHT/dp/B09SVV4F7S/ref=sr_1_11?keywords=Gaming+Chair&qid=1658103691&sr=8-11
shuanghu Gaming Chair Office Chair Ergonomic PC Computer Chair Reclining Racing Chair with Headrest and Lumbar Support Gaming Chair for Adults Men Women Teens Desk Chair (Black and White),$139.99,4.2 out of 5 stars,"10,298",https://www.amazon.com/Shuanghu-Ergonomic-Computer-Footrest-Reclining/dp/B08LMQVKM7/ref=sr_1_12?keywords=Gaming+Chair&qid=1658103691&sr=8-12
"Comfty RGB LED Reclining Black Leather High Back Racing Gaming Pillows & Remote Control Chairs, Multicolor",$222.34,5.0 out of 5 stars,2,https://www.amazon.com/Comfty-Chairs-CFTYRGB001-Multicolor/dp/B095Z6VKQB/ref=sr_1_13?keywords=Gaming+Chair&qid=1658103691&sr=8-13
"Soontrans Blue Gaming Chair with Footrest,Gaming Computer Chair, Office Gaming Chair Ergonomic Gamer Chair with Height Adjustment,Headrest and Lumbar Support Gamer Chair(Storm Blue)",$159.90,4.0 out of 5 stars,"1,664",https://www.amazon.com/SOONTRANS-Computer-Ergonomic-Adjustment-Retractable/dp/B08G1BP5RP/ref=sr_1_14?keywords=Gaming+Chair&qid=1658103691&sr=8-14
Darkecho Gaming Chair Office Chair with Footrest Massage Vintage Leather Ergonomic Computer Chair Racing Desk Chair Reclining Adjustable High Back Gamer Chair with Headrest and Lumbar Support Ivory,$209.99,3.6 out of 5 stars,43,https://www.amazon.com/Darkecho-Footrest-Ergonomic-Reclining-Adjustable/dp/B09N6LFBBY/ref=sr_1_15?keywords=Gaming+Chair&qid=1658103691&sr=8-15
PatioMage Gaming Chair Ergonomic Office Chair Headrest Lumbar Support Comfortable High Back Adjustable Reclining Computer Chair with Footrest Desk Chair PU Leather Swivel Chair,$179.99,4.1 out of 5 stars,497,https://www.amazon.com/PatioMage-Ergonomic-Comfortable-Adjustable-Reclining/dp/B093S3XYF9/ref=sr_1_16?keywords=Gaming+Chair&qid=1658103691&sr=8-16
"Amazon Basics Kids/Youth Gaming Recliner with Headrest and Back Pillow, 3+ Age Group, Black and White",$180.35,4.6 out of 5 stars,"1,924",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A103600017R3H6MUSUI7I&url=%2FAmazonBasics-Gaming-Recliner-Headrest-Pillow%2Fdp%2FB07TD5R27D%2Fref%3Dsr_1_17_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-17-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_mtf
"VON RACER Massage Gaming Chair with Footrest - Racing Desk Office Chair with Retractable Footrest and 2D Armrests, High Back Ergonomic Leather Computer Chair(Grey)",$147.99,4.3 out of 5 stars,"5,241",https://www.amazon.com/VON-RACER-Massage-Gaming-Footrest/dp/B09WQDPGSD/ref=sr_1_18?keywords=Gaming+Chair&qid=1658103691&sr=8-18
Darkecho Gaming Chair Office Chair with Footrest Massage Racing Ergonomic Chair Leather Reclining Video Game Chair Adjustable Armrest High Back Gamer Chair with Headrest and Lumbar Support Purple,$189.99,4.0 out of 5 stars,"1,479",https://www.amazon.com/Darkecho-Footrest-Ergonomic-Reclining-Adjustable/dp/B096FGLS1W/ref=sr_1_19?keywords=Gaming+Chair&qid=1658103691&sr=8-19
"Atbang Gaming Chair Ergonomic Massage PC Office Chair with footrest Racing Computer Chair Reclining Game Chair for Adults Adjustable 2D Armrests 160kg Heavy Duty, Leath-Aire Fabric,Grey&Blue",$199.99,3.9 out of 5 stars,18,https://www.amazon.com/Atbang-Ergonomic-Reclining-Adjustable-Leath-Aire/dp/B09PYDMTS6/ref=sr_1_20?keywords=Gaming+Chair&qid=1658103691&sr=8-20
"Gaming Chair for Adults, Acethrone Reclining Ergonomic Video Gaming Chair Big and Tall, High Back Armrest Adjustable Office Computer Chair with Headrest Black (Black) (Red)",$129.99,4.5 out of 5 stars,246,https://www.amazon.com/Acethrone-Reclining-Ergonomic-Adjustable-Computer/dp/B093PKPG5L/ref=sr_1_21?keywords=Gaming+Chair&qid=1658103691&sr=8-21
"IWMH Gaming Chair, Ergonomic Racing Chair with Footrest, Executive High Back Office Chair, Adjustable Leather High Back Office Chair, Recliner & Rotatable (Red)",$209.99,4.6 out of 5 stars,96,https://www.amazon.com/IWMH-Footrest-Ergonomic-Computer-High-Back/dp/B09CTJCYQP/ref=sr_1_22?keywords=Gaming+Chair&qid=1658103691&sr=8-22
"Czlolo Gaming Chair With Footrest and Massage, PU Leather Racing Style Ergonomic Silla Gamer PC Computer Chair, Cheap Big and Tall Reclining Office Desk Chair for Adults/Teens/Heavy People, Teal+Black",$189.00,3.9 out of 5 stars,123,https://www.amazon.com/Footrest-Ergonomic-Computer-Adjustable-Armrests/dp/B099RV6Q5M/ref=sr_1_23?keywords=Gaming+Chair&qid=1658103691&sr=8-23
"VON RACER Gaming Chair, Massage Gaming Chair with Footrest,Office Chair,Gaming Chair for Adults with Lumbar Support and Headrest,Adjustable High Back Ergonomic Game Chair for Office or Gaming",$179.99,4.4 out of 5 stars,84,https://www.amazon.com/VON-RACER-Footrest-Adjustable-Ergonomic/dp/B09VKWMVPK/ref=sr_1_24?keywords=Gaming+Chair&qid=1658103691&sr=8-24
Flash Furniture X30 Gaming Chair Racing Office Ergonomic Computer Chair with Fully Reclining Back and Slide-Out Footrest in Black and White LeatherSoft,$154.30,4.4 out of 5 stars,"4,471",https://www.amazon.com/Flash-Furniture-Ergonomic-Reclining-LeatherSoft/dp/B086HH8XYC/ref=sr_1_26?keywords=Gaming+Chair&qid=1658103691&sr=8-26
"KCREAM Big and Tall Gaming Chair with Footrest Headrest,High Back Computer Chair Leather Desk Chair Racing Executive Ergonomic Adjustable Swivel Task Chair Lumbar Support 300lb Weight Capacity (RED)",$229.99,4.3 out of 5 stars,300,https://www.amazon.com/KCREAM-Ergonomic-High-Back-Adjustable-Professional/dp/B08F2FP5B4/ref=sr_1_27?keywords=Gaming+Chair&qid=1658103691&sr=8-27
"Hbada Gaming Chair Ergonomic Racing Chair High Back Computer Chair with Height Adjustment Headrest and Lumbar Support E-Sports Swivel Chair with Adjustment Footrest,Grey and Black",$209.99,4.3 out of 5 stars,"7,523",https://www.amazon.com/Hbada-Ergonomic-Computer-Adjustment-Headrest/dp/B082KXW6VK/ref=sr_1_28?keywords=Gaming+Chair&qid=1658103691&sr=8-28
"Ergonomic Computer Gaming Chair – PU Leather Desk Chair with Lumbar Support, Swivel Office Chair Executive Chair with Padded Armrest and Seat Cushion for Gaming, Study and Working",$84.44,4.3 out of 5 stars,45,https://www.amazon.com/Ergonomic-Computer-Gaming-Chair-Executive/dp/B0B3174W3T/ref=sr_1_29?keywords=Gaming+Chair&qid=1658103691&sr=8-29
"Dvenger Office Desk Chairs, Office Chairs Clearance, Video Game Chairs, Gaming Chairs, Computer Gaming Chair, Gaming Chairs for Teens, Adults and Gamer, Black",$99.99,4.3 out of 5 stars,518,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08167893U02P08IR4M1O&url=%2FDvenger-Office-Chairs-Clearance-Computer%2Fdp%2FB099N6MSV4%2Fref%3Dsr_1_30_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-30-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_mtf
"VON RACER Video Game Chair with Speakers, 2.1 Audio Foldable Floor Gaming Chair, Pedestal PC Chair 2 Speakers and 4” Subwoofer",$209.99,4.0 out of 5 stars,40,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0406841AFTAMV8YKL4V&url=%2FVON-RACER-Speakers-Foldable-Subwoofer%2Fdp%2FB09MKN9PRV%2Fref%3Dsr_1_31_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-31-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_mtf
RAPTAVIS Gaming Chair Computer Ergonomic Office Chair Backrest and Seat Height Adjustable Swivel Recliner with Lumbar Cushion Esports Mesh Chair(Blue/Mesh),$119.99,4.3 out of 5 stars,194,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A038874423G4Y8UYLRE8X&url=%2FRAPTAVIS-Computer-Ergonomic-Backrest-Adjustable%2Fdp%2FB091C67KXS%2Fref%3Dsr_1_32_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-32-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_mtf
"MUZII Office Desk Chairs, Computer Gaming Chairs, Desk Chair with Padded Armrests and Height Adjustment Video Game Chairs for Teens Blue",$96.99,4.4 out of 5 stars,248,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A060635738WV96ZZVHULI&url=%2FOffice-Chairs-Computer-Armrests-Adjustment%2Fdp%2FB07WC9SFDT%2Fref%3Dsr_1_33_sspa%3Fkeywords%3DGaming%2BChair%26qid%3D1658103691%26sr%3D8-33-spons%26psc%3D1&qualifier=1658103691&id=6405159422089367&widgetName=sp_mtf
"DXRacer Air Modular Gaming Chair Breathable Office Executive Seat | Premium New-Tech Mesh, Memory Foam Headrest, Standard, Black",$499.00,3.1 out of 5 stars,3,https://www.amazon.com/DXRacer-Air-Breathable-Executive-New-Tech/dp/B09SG5N5W6/ref=sr_1_34?keywords=Gaming+Chair&qid=1658103691&sr=8-34
"YSSOA Backrest and Seat Height Adjustable Swivel Recliner Racing Office Computer Ergonomic Video Game Chair, Without footrest, Black/Grey",$105.99,3.6 out of 5 stars,237,https://www.amazon.com/YSSOA-Ergonomic-Chair-Black-Grey/dp/B09JP43LBF/ref=sr_1_35?keywords=Gaming+Chair&qid=1658103691&sr=8-35
SITMOD Gaming Chair with Footrest-PC Computer Ergonomic Video Game Chair-Backrest and Seat Height Adjustable Swivel Task Chair for Adults with Headrest and Lumbar Support(Black)-Fabric,$179.00,4.1 out of 5 stars,44,https://www.amazon.com/SITMOD-Footrest-PC-Ergonomic-Chair-Backrest-Adjustable/dp/B09ZTXWJHR/ref=sr_1_36?keywords=Gaming+Chair&qid=1658103691&sr=8-36
"AutoFull Gaming Chair Racing Office Ergonomic High-Back Computer Chair PU Leather Desk Chair with Headrest and Lumbar Support E-Sports Swivel Chair, Cyan",$269.99,4.5 out of 5 stars,378,https://www.amazon.com/AutoFull-Ergonomic-High-Back-Computer-Headrest/dp/B08RSCQPM6/ref=sr_1_37?keywords=Gaming+Chair&qid=1658103691&sr=8-37
"Gaming Office Chair - Ergonomic Executive Swivel Computer Desk Chair, High Back Adjustable Task Chair with Flip-up Armrests and Lumbar Support for Working, Studying, Gaming",$84.07,4.4 out of 5 stars,198,https://www.amazon.com/Gaming-Office-Chair-Ergonomic-Adjustable/dp/B09SPF6YJW/ref=sr_1_38?keywords=Gaming+Chair&qid=1658103691&sr=8-38
"Gaming Chairs, JOYFLY Purple Gaming Chair for Adults, Racing Style Ergonomic PC Chair with Lumbar Support(Purple Golden)",$109.99,4.3 out of 5 stars,118,https://www.amazon.com/Gaming-Chairs-JOYFLY-Ergonomic-Support/dp/B09XDXKPTZ/ref=sr_1_39?keywords=Gaming+Chair&qid=1658103691&sr=8-39
"Gaming Chair, JOYFLY Gaming Chair Gamer Chair for Adults Teens Racing Style Ergonomic PC Chair with Lumbar Support（Black-Grey）",$109.99,4.6 out of 5 stars,33,https://www.amazon.com/Gaming-JOYFLY-Adults-Ergonomic-Support%EF%BC%88Black-Grey%EF%BC%89/dp/B09XDXST2J/ref=sr_1_40?keywords=Gaming+Chair&qid=1658103691&sr=8-40
VON RACER Gaming Chair Massage with Footrest Gamer Chair Ergonomic Gaming Chair for Adults Video Game Chair with Headrest and Massage Lumbar Support Gaming Chair Adjustable Swivel (Grey),$149.99,4.3 out of 5 stars,"1,642",https://www.amazon.com/Footrest-Ergonomic-Reclining-VON-RACER/dp/B093VG4LM3/ref=sr_1_41?keywords=Gaming+Chair&qid=1658103691&sr=8-41
